ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG03796	165_1	0.05	average	ANImf	165	SGB165
MAG03797	688_1	0.05	average	ANImf	688	SGB688
MAG03798	516_1	0.05	average	ANImf	516	SGB516
MAG03799	140_2	0.05	average	ANImf	140	SGB140
MAG03800	424_2	0.05	average	ANImf	424	SGB424
MAG03801	799_1	0.05	average	ANImf	799	SGB799
MAG03802	426_1	0.05	average	ANImf	426	SGB426
MAG03803	438_1	0.05	average	ANImf	438	SGB438
MAG03804	431_1	0.05	average	ANImf	431	SGB431
MAG03805	15_1	0.05	average	ANImf	15	SGB15
MAG03806	666_1	0.05	average	ANImf	666	SGB666
MAG03807	446_1	0.05	average	ANImf	446	SGB446
MAG03808	438_1	0.05	average	ANImf	438	SGB438
MAG03809	152_1	0.05	average	ANImf	152	SGB152
MAG03810	175_1	0.05	average	ANImf	175	SGB175
MAG03811	235_1	0.05	average	ANImf	235	SGB235
MAG03812	276_1	0.05	average	ANImf	276	SGB276
MAG03813	305_1	0.05	average	ANImf	305	SGB305
MAG03814	516_1	0.05	average	ANImf	516	SGB516
MAG03815	702_1	0.05	average	ANImf	702	SGB702
MAG03816	110_2	0.05	average	ANImf	110	SGB110
MAG03817	14_1	0.05	average	ANImf	14	SGB14
MAG03818	223_1	0.05	average	ANImf	223	SGB223
MAG03819	576_1	0.05	average	ANImf	576	SGB576
MAG03820	196_1	0.05	average	ANImf	196	SGB196
MAG03821	194_1	0.05	average	ANImf	194	SGB194
MAG03822	40_1	0.05	average	ANImf	40	SGB40
MAG03823	423_1	0.05	average	ANImf	423	SGB423
MAG03824	424_2	0.05	average	ANImf	424	SGB424
MAG03825	144_1	0.05	average	ANImf	144	SGB144
MAG03826	202_1	0.05	average	ANImf	202	SGB202
MAG03827	460_1	0.05	average	ANImf	460	SGB460
MAG03828	701_1	0.05	average	ANImf	701	SGB701
MAG03829	605_1	0.05	average	ANImf	605	SGB605
MAG03830	150_1	0.05	average	ANImf	150	SGB150
MAG03831	225_1	0.05	average	ANImf	225	SGB225
MAG03832	182_2	0.05	average	ANImf	182	SGB182
MAG03833	187_1	0.05	average	ANImf	187	SGB187
MAG03834	460_1	0.05	average	ANImf	460	SGB460
MAG03835	440_1	0.05	average	ANImf	440	SGB440
MAG03836	844_1	0.05	average	ANImf	844	SGB844
MAG03837	144_1	0.05	average	ANImf	144	SGB144
MAG03838	605_1	0.05	average	ANImf	605	SGB605
MAG03839	247_1	0.05	average	ANImf	247	SGB247
MAG03840	213_1	0.05	average	ANImf	213	SGB213
MAG03841	714_1	0.05	average	ANImf	714	SGB714
MAG03842	159_1	0.05	average	ANImf	159	SGB159
MAG03843	609_3	0.05	average	ANImf	609	SGB609
MAG03844	625_1	0.05	average	ANImf	625	SGB625
MAG03845	442_1	0.05	average	ANImf	442	SGB442
MAG03846	516_1	0.05	average	ANImf	516	SGB516
MAG03847	146_1	0.05	average	ANImf	146	SGB146
MAG03848	242_2	0.05	average	ANImf	242	SGB242
MAG03849	703_1	0.05	average	ANImf	703	SGB703
MAG03850	701_1	0.05	average	ANImf	701	SGB701
MAG03851	218_1	0.05	average	ANImf	218	SGB218
MAG03852	52_1	0.05	average	ANImf	52	SGB52
MAG03853	511_2	0.05	average	ANImf	511	SGB511
MAG03854	225_1	0.05	average	ANImf	225	SGB225
MAG03855	772_1	0.05	average	ANImf	772	SGB772
MAG03856	216_2	0.05	average	ANImf	216	SGB216
MAG03857	440_1	0.05	average	ANImf	440	SGB440
MAG03858	274_1	0.05	average	ANImf	274	SGB274
MAG03859	40_1	0.05	average	ANImf	40	SGB40
MAG03860	409_1	0.05	average	ANImf	409	SGB409
MAG03861	714_1	0.05	average	ANImf	714	SGB714
MAG03862	36_1	0.05	average	ANImf	36	SGB36
MAG03863	609_3	0.05	average	ANImf	609	SGB609
MAG03864	110_2	0.05	average	ANImf	110	SGB110
MAG03865	280_1	0.05	average	ANImf	280	SGB280
MAG03866	453_1	0.05	average	ANImf	453	SGB453
MAG03867	608_1	0.05	average	ANImf	608	SGB608
MAG03868	703_1	0.05	average	ANImf	703	SGB703
MAG03869	605_1	0.05	average	ANImf	605	SGB605
MAG03870	576_1	0.05	average	ANImf	576	SGB576
MAG03871	258_3	0.05	average	ANImf	258	SGB258
MAG03872	590_1	0.05	average	ANImf	590	SGB590
MAG03873	592_2	0.05	average	ANImf	592	SGB592
MAG03874	511_2	0.05	average	ANImf	511	SGB511
MAG03875	213_1	0.05	average	ANImf	213	SGB213
MAG03876	241_1	0.05	average	ANImf	241	SGB241
MAG03877	182_2	0.05	average	ANImf	182	SGB182
MAG03878	203_1	0.05	average	ANImf	203	SGB203
MAG03879	844_1	0.05	average	ANImf	844	SGB844
MAG03880	604_1	0.05	average	ANImf	604	SGB604
MAG03881	748_1	0.05	average	ANImf	748	SGB748
MAG03882	516_1	0.05	average	ANImf	516	SGB516
MAG03883	843_3	0.05	average	ANImf	843	SGB843
MAG03884	711_1	0.05	average	ANImf	711	SGB711
MAG03885	191_1	0.05	average	ANImf	191	SGB191
MAG03886	702_1	0.05	average	ANImf	702	SGB702
MAG03887	202_1	0.05	average	ANImf	202	SGB202
MAG03888	675_1	0.05	average	ANImf	675	SGB675
MAG03889	590_1	0.05	average	ANImf	590	SGB590
MAG03890	55_1	0.05	average	ANImf	55	SGB55
MAG03891	182_1	0.05	average	ANImf	182	SGB182
MAG03892	149_1	0.05	average	ANImf	149	SGB149
MAG03893	192_1	0.05	average	ANImf	192	SGB192
MAG03894	366_1	0.05	average	ANImf	366	SGB366
MAG03895	861_1	0.05	average	ANImf	861	SGB861
MAG03896	622_0	0.05	average	ANImf	622	SGB622
MAG03897	835_3	0.05	average	ANImf	835	SGB835
MAG03898	530_1	0.05	average	ANImf	530	SGB530
MAG03899	98_1	0.05	average	ANImf	98	SGB98
MAG03900	49_2	0.05	average	ANImf	49	SGB49
MAG03901	608_1	0.05	average	ANImf	608	SGB608
MAG03902	557_1	0.05	average	ANImf	557	SGB557
MAG03903	702_1	0.05	average	ANImf	702	SGB702
MAG03904	274_1	0.05	average	ANImf	274	SGB274
MAG03905	259_1	0.05	average	ANImf	259	SGB259
MAG03906	592_33	0.05	average	ANImf	592	SGB592
MAG03907	215_1	0.05	average	ANImf	215	SGB215
MAG03908	36_1	0.05	average	ANImf	36	SGB36
MAG03909	843_3	0.05	average	ANImf	843	SGB843
MAG03910	671_1	0.05	average	ANImf	671	SGB671
MAG03911	733_1	0.05	average	ANImf	733	SGB733
MAG03912	242_2	0.05	average	ANImf	242	SGB242
MAG03913	711_1	0.05	average	ANImf	711	SGB711
MAG03914	216_1	0.05	average	ANImf	216	SGB216
MAG03915	109_1	0.05	average	ANImf	109	SGB109
MAG03916	202_1	0.05	average	ANImf	202	SGB202
MAG03917	334_2	0.05	average	ANImf	334	SGB334
MAG03918	715_1	0.05	average	ANImf	715	SGB715
MAG03919	524_1	0.05	average	ANImf	524	SGB524
MAG03920	359_1	0.05	average	ANImf	359	SGB359
MAG03921	438_1	0.05	average	ANImf	438	SGB438
MAG03922	296_1	0.05	average	ANImf	296	SGB296
MAG03923	239_1	0.05	average	ANImf	239	SGB239
MAG03924	237_1	0.05	average	ANImf	237	SGB237
MAG03925	494_1	0.05	average	ANImf	494	SGB494
MAG03926	703_1	0.05	average	ANImf	703	SGB703
MAG03927	14_1	0.05	average	ANImf	14	SGB14
MAG03928	45_1	0.05	average	ANImf	45	SGB45
MAG03929	773_1	0.05	average	ANImf	773	SGB773
MAG03930	276_2	0.05	average	ANImf	276	SGB276
MAG03931	63_1	0.05	average	ANImf	63	SGB63
MAG03932	782_2	0.05	average	ANImf	782	SGB782
MAG03933	684_1	0.05	average	ANImf	684	SGB684
MAG03934	150_1	0.05	average	ANImf	150	SGB150
MAG03935	656_2	0.05	average	ANImf	656	SGB656
MAG03936	484_1	0.05	average	ANImf	484	SGB484
MAG03937	121_2	0.05	average	ANImf	121	SGB121
MAG03938	460_1	0.05	average	ANImf	460	SGB460
MAG03939	202_1	0.05	average	ANImf	202	SGB202
MAG03940	478_2	0.05	average	ANImf	478	SGB478
MAG03941	605_1	0.05	average	ANImf	605	SGB605
MAG03942	442_1	0.05	average	ANImf	442	SGB442
MAG03943	218_1	0.05	average	ANImf	218	SGB218
MAG03944	203_1	0.05	average	ANImf	203	SGB203
MAG03945	216_2	0.05	average	ANImf	216	SGB216
MAG03946	541_1	0.05	average	ANImf	541	SGB541
MAG03947	213_1	0.05	average	ANImf	213	SGB213
MAG03948	675_1	0.05	average	ANImf	675	SGB675
MAG03949	280_1	0.05	average	ANImf	280	SGB280
MAG03950	150_1	0.05	average	ANImf	150	SGB150
MAG03951	144_1	0.05	average	ANImf	144	SGB144
MAG03952	592_4	0.05	average	ANImf	592	SGB592
MAG03953	146_1	0.05	average	ANImf	146	SGB146
MAG03954	701_1	0.05	average	ANImf	701	SGB701
MAG03955	247_1	0.05	average	ANImf	247	SGB247
MAG03956	599_1	0.05	average	ANImf	599	SGB599
MAG03957	251_1	0.05	average	ANImf	251	SGB251
MAG03958	242_2	0.05	average	ANImf	242	SGB242
MAG03959	516_1	0.05	average	ANImf	516	SGB516
MAG03960	116_1	0.05	average	ANImf	116	SGB116
MAG03961	262_2	0.05	average	ANImf	262	SGB262
MAG03962	276_2	0.05	average	ANImf	276	SGB276
MAG03963	609_3	0.05	average	ANImf	609	SGB609
MAG03964	424_1	0.05	average	ANImf	424	SGB424
MAG03965	426_2	0.05	average	ANImf	426	SGB426
MAG03966	567_1	0.05	average	ANImf	567	SGB567
MAG03967	199_1	0.05	average	ANImf	199	SGB199
MAG03968	843_3	0.05	average	ANImf	843	SGB843
MAG03969	305_1	0.05	average	ANImf	305	SGB305
MAG03970	689_1	0.05	average	ANImf	689	SGB689
MAG03971	773_1	0.05	average	ANImf	773	SGB773
MAG03972	260_2	0.05	average	ANImf	260	SGB260
MAG03973	714_1	0.05	average	ANImf	714	SGB714
MAG03974	144_1	0.05	average	ANImf	144	SGB144
MAG03975	688_1	0.05	average	ANImf	688	SGB688
MAG03976	150_1	0.05	average	ANImf	150	SGB150
MAG03977	440_1	0.05	average	ANImf	440	SGB440
MAG03978	407_1	0.05	average	ANImf	407	SGB407
MAG03979	844_1	0.05	average	ANImf	844	SGB844
MAG03980	460_1	0.05	average	ANImf	460	SGB460
MAG03981	55_1	0.05	average	ANImf	55	SGB55
MAG03982	239_1	0.05	average	ANImf	239	SGB239
MAG03983	261_1	0.05	average	ANImf	261	SGB261
MAG03984	149_1	0.05	average	ANImf	149	SGB149
MAG03985	225_1	0.05	average	ANImf	225	SGB225
MAG03986	37_1	0.05	average	ANImf	37	SGB37
MAG03987	202_1	0.05	average	ANImf	202	SGB202
MAG03988	402_1	0.05	average	ANImf	402	SGB402
MAG03989	739_2	0.05	average	ANImf	739	SGB739
MAG03990	218_1	0.05	average	ANImf	218	SGB218
MAG03991	208_1	0.05	average	ANImf	208	SGB208
MAG03992	671_1	0.05	average	ANImf	671	SGB671
MAG03993	731_1	0.05	average	ANImf	731	SGB731
MAG03994	42_1	0.05	average	ANImf	42	SGB42
MAG03995	238_2	0.05	average	ANImf	238	SGB238
MAG03996	592_1	0.05	average	ANImf	592	SGB592
MAG03997	747_1	0.05	average	ANImf	747	SGB747
MAG03998	213_1	0.05	average	ANImf	213	SGB213
MAG03999	504_1	0.05	average	ANImf	504	SGB504
MAG04000	442_1	0.05	average	ANImf	442	SGB442
MAG04001	511_2	0.05	average	ANImf	511	SGB511
MAG04002	274_1	0.05	average	ANImf	274	SGB274
MAG04003	242_2	0.05	average	ANImf	242	SGB242
MAG04004	40_1	0.05	average	ANImf	40	SGB40
MAG04005	182_1	0.05	average	ANImf	182	SGB182
MAG04006	332_1	0.05	average	ANImf	332	SGB332
MAG04007	675_1	0.05	average	ANImf	675	SGB675
MAG04008	196_1	0.05	average	ANImf	196	SGB196
MAG04009	204_1	0.05	average	ANImf	204	SGB204
MAG04010	707_2	0.05	average	ANImf	707	SGB707
MAG04011	671_1	0.05	average	ANImf	671	SGB671
MAG04012	187_1	0.05	average	ANImf	187	SGB187
MAG04013	566_1	0.05	average	ANImf	566	SGB566
MAG04014	516_1	0.05	average	ANImf	516	SGB516
MAG04015	675_1	0.05	average	ANImf	675	SGB675
MAG04016	689_1	0.05	average	ANImf	689	SGB689
MAG04017	39_1	0.05	average	ANImf	39	SGB39
MAG04018	453_1	0.05	average	ANImf	453	SGB453
MAG04019	402_1	0.05	average	ANImf	402	SGB402
MAG04020	764_1	0.05	average	ANImf	764	SGB764
MAG04021	251_1	0.05	average	ANImf	251	SGB251
MAG04022	274_1	0.05	average	ANImf	274	SGB274
MAG04023	684_1	0.05	average	ANImf	684	SGB684
MAG04024	192_1	0.05	average	ANImf	192	SGB192
MAG04025	91_1	0.05	average	ANImf	91	SGB91
MAG04026	257_1	0.05	average	ANImf	257	SGB257
MAG04027	460_1	0.05	average	ANImf	460	SGB460
MAG04028	437_1	0.05	average	ANImf	437	SGB437
MAG04029	212_1	0.05	average	ANImf	212	SGB212
MAG04030	731_1	0.05	average	ANImf	731	SGB731
MAG04031	258_3	0.05	average	ANImf	258	SGB258
MAG04032	110_2	0.05	average	ANImf	110	SGB110
MAG04033	239_1	0.05	average	ANImf	239	SGB239
MAG04034	703_1	0.05	average	ANImf	703	SGB703
MAG04035	110_1	0.05	average	ANImf	110	SGB110
MAG04036	592_32	0.05	average	ANImf	592	SGB592
MAG04037	36_1	0.05	average	ANImf	36	SGB36
MAG04038	512_0	0.05	average	ANImf	512	SGB512
MAG04039	609_3	0.05	average	ANImf	609	SGB609
MAG04040	608_1	0.05	average	ANImf	608	SGB608
MAG04041	334_1	0.05	average	ANImf	334	SGB334
MAG04042	581_0	0.05	average	ANImf	581	SGB581
MAG04043	56_1	0.05	average	ANImf	56	SGB56
MAG04044	748_1	0.05	average	ANImf	748	SGB748
MAG04045	191_1	0.05	average	ANImf	191	SGB191
MAG04046	605_1	0.05	average	ANImf	605	SGB605
MAG04047	544_1	0.05	average	ANImf	544	SGB544
MAG04048	216_1	0.05	average	ANImf	216	SGB216
MAG04049	150_1	0.05	average	ANImf	150	SGB150
MAG04050	438_1	0.05	average	ANImf	438	SGB438
MAG04051	182_2	0.05	average	ANImf	182	SGB182
MAG04052	843_3	0.05	average	ANImf	843	SGB843
MAG04053	773_2	0.05	average	ANImf	773	SGB773
MAG04054	711_1	0.05	average	ANImf	711	SGB711
MAG04055	714_1	0.05	average	ANImf	714	SGB714
MAG04056	567_1	0.05	average	ANImf	567	SGB567
MAG04057	562_1	0.05	average	ANImf	562	SGB562
MAG04058	40_1	0.05	average	ANImf	40	SGB40
MAG04059	262_2	0.05	average	ANImf	262	SGB262
MAG04060	246_1	0.05	average	ANImf	246	SGB246
MAG04061	711_1	0.05	average	ANImf	711	SGB711
MAG04062	608_1	0.05	average	ANImf	608	SGB608
MAG04063	203_1	0.05	average	ANImf	203	SGB203
MAG04064	316_2	0.05	average	ANImf	316	SGB316
MAG04065	111_1	0.05	average	ANImf	111	SGB111
MAG04066	479_2	0.05	average	ANImf	479	SGB479
MAG04067	232_1	0.05	average	ANImf	232	SGB232
MAG04068	605_1	0.05	average	ANImf	605	SGB605
MAG04069	609_3	0.05	average	ANImf	609	SGB609
MAG04070	440_1	0.05	average	ANImf	440	SGB440
MAG04071	402_1	0.05	average	ANImf	402	SGB402
MAG04072	229_0	0.05	average	ANImf	229	SGB229
MAG04073	14_1	0.05	average	ANImf	14	SGB14
MAG04074	174_1	0.05	average	ANImf	174	SGB174
MAG04075	460_1	0.05	average	ANImf	460	SGB460
MAG04076	251_1	0.05	average	ANImf	251	SGB251
MAG04077	761_1	0.05	average	ANImf	761	SGB761
MAG04078	165_1	0.05	average	ANImf	165	SGB165
MAG04079	576_1	0.05	average	ANImf	576	SGB576
MAG04080	442_1	0.05	average	ANImf	442	SGB442
MAG04081	843_3	0.05	average	ANImf	843	SGB843
MAG04082	516_1	0.05	average	ANImf	516	SGB516
MAG04083	592_4	0.05	average	ANImf	592	SGB592
MAG04084	772_1	0.05	average	ANImf	772	SGB772
MAG04085	216_1	0.05	average	ANImf	216	SGB216
MAG04086	116_1	0.05	average	ANImf	116	SGB116
MAG04087	239_1	0.05	average	ANImf	239	SGB239
MAG04088	605_1	0.05	average	ANImf	605	SGB605
MAG04089	103_1	0.05	average	ANImf	103	SGB103
MAG04090	110_2	0.05	average	ANImf	110	SGB110
MAG04091	782_2	0.05	average	ANImf	782	SGB782
MAG04092	274_1	0.05	average	ANImf	274	SGB274
MAG04093	261_1	0.05	average	ANImf	261	SGB261
MAG04094	609_3	0.05	average	ANImf	609	SGB609
MAG04095	225_1	0.05	average	ANImf	225	SGB225
MAG04096	255_1	0.05	average	ANImf	255	SGB255
MAG04097	438_1	0.05	average	ANImf	438	SGB438
MAG04098	608_1	0.05	average	ANImf	608	SGB608
MAG04099	42_1	0.05	average	ANImf	42	SGB42
MAG04100	312_1	0.05	average	ANImf	312	SGB312
MAG04101	703_1	0.05	average	ANImf	703	SGB703
MAG04102	205_1	0.05	average	ANImf	205	SGB205
MAG04103	202_1	0.05	average	ANImf	202	SGB202
MAG04104	599_1	0.05	average	ANImf	599	SGB599
MAG04105	216_1	0.05	average	ANImf	216	SGB216
MAG04106	843_3	0.05	average	ANImf	843	SGB843
MAG04107	363_1	0.05	average	ANImf	363	SGB363
MAG04108	714_1	0.05	average	ANImf	714	SGB714
MAG04109	703_1	0.05	average	ANImf	703	SGB703
MAG04110	405_1	0.05	average	ANImf	405	SGB405
MAG04111	592_18	0.05	average	ANImf	592	SGB592
MAG04112	440_1	0.05	average	ANImf	440	SGB440
MAG04113	38_1	0.05	average	ANImf	38	SGB38
MAG04114	262_1	0.05	average	ANImf	262	SGB262
MAG04115	656_1	0.05	average	ANImf	656	SGB656
MAG04116	402_1	0.05	average	ANImf	402	SGB402
MAG04117	711_1	0.05	average	ANImf	711	SGB711
MAG04118	368_1	0.05	average	ANImf	368	SGB368
MAG04119	274_1	0.05	average	ANImf	274	SGB274
MAG04120	604_1	0.05	average	ANImf	604	SGB604
MAG04121	296_1	0.05	average	ANImf	296	SGB296
MAG04122	261_1	0.05	average	ANImf	261	SGB261
MAG04123	414_1	0.05	average	ANImf	414	SGB414
MAG04124	732_1	0.05	average	ANImf	732	SGB732
MAG04125	782_2	0.05	average	ANImf	782	SGB782
MAG04126	642_1	0.05	average	ANImf	642	SGB642
MAG04127	324_1	0.05	average	ANImf	324	SGB324
MAG04128	567_1	0.05	average	ANImf	567	SGB567
MAG04129	239_1	0.05	average	ANImf	239	SGB239
MAG04130	679_2	0.05	average	ANImf	679	SGB679
MAG04131	608_1	0.05	average	ANImf	608	SGB608
MAG04132	843_3	0.05	average	ANImf	843	SGB843
MAG04133	747_1	0.05	average	ANImf	747	SGB747
MAG04134	241_1	0.05	average	ANImf	241	SGB241
MAG04135	739_4	0.05	average	ANImf	739	SGB739
MAG04136	654_1	0.05	average	ANImf	654	SGB654
MAG04137	586_1	0.05	average	ANImf	586	SGB586
MAG04138	36_1	0.05	average	ANImf	36	SGB36
MAG04139	773_2	0.05	average	ANImf	773	SGB773
MAG04140	772_1	0.05	average	ANImf	772	SGB772
MAG04141	780_1	0.05	average	ANImf	780	SGB780
MAG04142	689_1	0.05	average	ANImf	689	SGB689
MAG04143	731_1	0.05	average	ANImf	731	SGB731
MAG04144	121_3	0.05	average	ANImf	121	SGB121
MAG04145	334_2	0.05	average	ANImf	334	SGB334
MAG04146	338_1	0.05	average	ANImf	338	SGB338
MAG04147	216_1	0.05	average	ANImf	216	SGB216
MAG04148	700_2	0.05	average	ANImf	700	SGB700
MAG04149	500_1	0.05	average	ANImf	500	SGB500
MAG04150	774_2	0.05	average	ANImf	774	SGB774
MAG04151	502_1	0.05	average	ANImf	502	SGB502
MAG04152	497_1	0.05	average	ANImf	497	SGB497
MAG04153	707_2	0.05	average	ANImf	707	SGB707
MAG04154	700_2	0.05	average	ANImf	700	SGB700
MAG04155	216_1	0.05	average	ANImf	216	SGB216
MAG04156	247_1	0.05	average	ANImf	247	SGB247
MAG04157	731_1	0.05	average	ANImf	731	SGB731
MAG04158	516_1	0.05	average	ANImf	516	SGB516
MAG04159	609_3	0.05	average	ANImf	609	SGB609
MAG04160	714_1	0.05	average	ANImf	714	SGB714
MAG04161	592_10	0.05	average	ANImf	592	SGB592
MAG04162	110_1	0.05	average	ANImf	110	SGB110
MAG04163	402_1	0.05	average	ANImf	402	SGB402
MAG04164	208_1	0.05	average	ANImf	208	SGB208
MAG04165	191_1	0.05	average	ANImf	191	SGB191
MAG04166	213_1	0.05	average	ANImf	213	SGB213
MAG04167	671_1	0.05	average	ANImf	671	SGB671
MAG04168	202_1	0.05	average	ANImf	202	SGB202
MAG04169	37_1	0.05	average	ANImf	37	SGB37
MAG04170	605_1	0.05	average	ANImf	605	SGB605
MAG04171	329_1	0.05	average	ANImf	329	SGB329
MAG04172	262_1	0.05	average	ANImf	262	SGB262
MAG04173	280_1	0.05	average	ANImf	280	SGB280
MAG04174	453_1	0.05	average	ANImf	453	SGB453
MAG04175	485_2	0.05	average	ANImf	485	SGB485
MAG04176	460_1	0.05	average	ANImf	460	SGB460
MAG04177	258_3	0.05	average	ANImf	258	SGB258
MAG04178	305_1	0.05	average	ANImf	305	SGB305
MAG04179	251_1	0.05	average	ANImf	251	SGB251
MAG04180	442_1	0.05	average	ANImf	442	SGB442
MAG04181	424_2	0.05	average	ANImf	424	SGB424
MAG04182	440_1	0.05	average	ANImf	440	SGB440
MAG04183	20_2	0.05	average	ANImf	20	SGB20
MAG04184	758_1	0.05	average	ANImf	758	SGB758
MAG04185	424_2	0.05	average	ANImf	424	SGB424
MAG04186	316_2	0.05	average	ANImf	316	SGB316
MAG04187	159_1	0.05	average	ANImf	159	SGB159
MAG04188	511_2	0.05	average	ANImf	511	SGB511
MAG04189	575_1	0.05	average	ANImf	575	SGB575
MAG04190	387_1	0.05	average	ANImf	387	SGB387
MAG04191	438_1	0.05	average	ANImf	438	SGB438
MAG04192	141_1	0.05	average	ANImf	141	SGB141
MAG04193	815_1	0.05	average	ANImf	815	SGB815
MAG04194	255_1	0.05	average	ANImf	255	SGB255
MAG04195	165_1	0.05	average	ANImf	165	SGB165
MAG04196	232_1	0.05	average	ANImf	232	SGB232
MAG04197	835_3	0.05	average	ANImf	835	SGB835
MAG04198	460_1	0.05	average	ANImf	460	SGB460
MAG04199	247_1	0.05	average	ANImf	247	SGB247
MAG04200	14_1	0.05	average	ANImf	14	SGB14
MAG04201	516_1	0.05	average	ANImf	516	SGB516
MAG04202	440_1	0.05	average	ANImf	440	SGB440
MAG04203	478_2	0.05	average	ANImf	478	SGB478
MAG04204	307_1	0.05	average	ANImf	307	SGB307
MAG04205	516_1	0.05	average	ANImf	516	SGB516
MAG04206	247_1	0.05	average	ANImf	247	SGB247
MAG04207	460_1	0.05	average	ANImf	460	SGB460
MAG04208	719_1	0.05	average	ANImf	719	SGB719
MAG04209	387_1	0.05	average	ANImf	387	SGB387
MAG04210	121_3	0.05	average	ANImf	121	SGB121
MAG04211	202_1	0.05	average	ANImf	202	SGB202
MAG04212	171_1	0.05	average	ANImf	171	SGB171
MAG04213	255_1	0.05	average	ANImf	255	SGB255
MAG04214	176_0	0.05	average	ANImf	176	SGB176
MAG04215	150_1	0.05	average	ANImf	150	SGB150
MAG04216	165_1	0.05	average	ANImf	165	SGB165
MAG04217	675_1	0.05	average	ANImf	675	SGB675
MAG04218	605_1	0.05	average	ANImf	605	SGB605
MAG04219	230_1	0.05	average	ANImf	230	SGB230
MAG04220	252_1	0.05	average	ANImf	252	SGB252
MAG04221	161_1	0.05	average	ANImf	161	SGB161
MAG04222	316_2	0.05	average	ANImf	316	SGB316
MAG04223	407_1	0.05	average	ANImf	407	SGB407
MAG04224	20_1	0.05	average	ANImf	20	SGB20
MAG04225	609_3	0.05	average	ANImf	609	SGB609
MAG04226	439_1	0.05	average	ANImf	439	SGB439
MAG04227	332_1	0.05	average	ANImf	332	SGB332
MAG04228	844_1	0.05	average	ANImf	844	SGB844
MAG04229	758_1	0.05	average	ANImf	758	SGB758
MAG04230	843_3	0.05	average	ANImf	843	SGB843
MAG04231	116_1	0.05	average	ANImf	116	SGB116
MAG04232	44_1	0.05	average	ANImf	44	SGB44
MAG04233	438_1	0.05	average	ANImf	438	SGB438
MAG04234	576_1	0.05	average	ANImf	576	SGB576
MAG04235	202_1	0.05	average	ANImf	202	SGB202
MAG04236	144_1	0.05	average	ANImf	144	SGB144
MAG04237	218_1	0.05	average	ANImf	218	SGB218
MAG04238	438_1	0.05	average	ANImf	438	SGB438
MAG04239	216_1	0.05	average	ANImf	216	SGB216
MAG04240	832_1	0.05	average	ANImf	832	SGB832
MAG04241	247_1	0.05	average	ANImf	247	SGB247
MAG04242	203_1	0.05	average	ANImf	203	SGB203
MAG04243	608_1	0.05	average	ANImf	608	SGB608
MAG04244	262_2	0.05	average	ANImf	262	SGB262
MAG04245	239_1	0.05	average	ANImf	239	SGB239
MAG04246	592_4	0.05	average	ANImf	592	SGB592
MAG04247	252_1	0.05	average	ANImf	252	SGB252
MAG04248	274_1	0.05	average	ANImf	274	SGB274
MAG04249	609_3	0.05	average	ANImf	609	SGB609
MAG04250	146_1	0.05	average	ANImf	146	SGB146
MAG04251	516_1	0.05	average	ANImf	516	SGB516
MAG04252	276_2	0.05	average	ANImf	276	SGB276
MAG04253	460_1	0.05	average	ANImf	460	SGB460
MAG04254	753_1	0.05	average	ANImf	753	SGB753
MAG04255	604_1	0.05	average	ANImf	604	SGB604
MAG04256	116_1	0.05	average	ANImf	116	SGB116
MAG04257	261_1	0.05	average	ANImf	261	SGB261
MAG04258	208_1	0.05	average	ANImf	208	SGB208
MAG04259	280_1	0.05	average	ANImf	280	SGB280
MAG04260	478_1	0.05	average	ANImf	478	SGB478
MAG04261	442_1	0.05	average	ANImf	442	SGB442
MAG04262	428_1	0.05	average	ANImf	428	SGB428
MAG04263	437_1	0.05	average	ANImf	437	SGB437
MAG04264	220_3	0.05	average	ANImf	220	SGB220
MAG04265	605_1	0.05	average	ANImf	605	SGB605
MAG04266	417_1	0.05	average	ANImf	417	SGB417
MAG04267	460_1	0.05	average	ANImf	460	SGB460
MAG04268	516_1	0.05	average	ANImf	516	SGB516
MAG04269	52_1	0.05	average	ANImf	52	SGB52
MAG04270	435_1	0.05	average	ANImf	435	SGB435
MAG04271	480_1	0.05	average	ANImf	480	SGB480
MAG04272	758_1	0.05	average	ANImf	758	SGB758
MAG04273	443_1	0.05	average	ANImf	443	SGB443
MAG04274	703_1	0.05	average	ANImf	703	SGB703
MAG04275	20_1	0.05	average	ANImf	20	SGB20
MAG04276	426_1	0.05	average	ANImf	426	SGB426
MAG04277	438_1	0.05	average	ANImf	438	SGB438
MAG04278	844_1	0.05	average	ANImf	844	SGB844
MAG04279	843_3	0.05	average	ANImf	843	SGB843
MAG04280	165_1	0.05	average	ANImf	165	SGB165
MAG04281	428_1	0.05	average	ANImf	428	SGB428
MAG04282	438_1	0.05	average	ANImf	438	SGB438
MAG04283	460_1	0.05	average	ANImf	460	SGB460
MAG04284	276_2	0.05	average	ANImf	276	SGB276
MAG04285	316_2	0.05	average	ANImf	316	SGB316
MAG04286	758_1	0.05	average	ANImf	758	SGB758
MAG04287	332_1	0.05	average	ANImf	332	SGB332
MAG04288	216_1	0.05	average	ANImf	216	SGB216
MAG04289	262_2	0.05	average	ANImf	262	SGB262
MAG04290	251_1	0.05	average	ANImf	251	SGB251
MAG04291	424_2	0.05	average	ANImf	424	SGB424
MAG04292	141_2	0.05	average	ANImf	141	SGB141
MAG04293	165_1	0.05	average	ANImf	165	SGB165
